,Price,Returns,Lagged_Returns
momentum_roc,0.036562413660031025,0.2709790871682013,0.0296051532629948
momentum_ppo,0.04051689403550001,0.08122667062058246,0.02084382011602864
momentum_ppo_signal,0.040956414672569844,0.033836804616665196,0.020211268310508127
momentum_ppo_hist,0.03628607371659365,0.18011694582077653,0.00836337530626939
momentum_pvo,0.1259148309610645,0.03940992972151811,-0.028375557284855385
momentum_pvo_signal,0.12582475013166736,0.005734050156347722,-0.009021622589297913
momentum_pvo_hist,0.029835158837171784,0.06847078584557587,-0.04253030193244794
momentum_kama,0.9956126683660009,-0.0184507504329405,-0.026000355227588763
others_dr,0.02080967098797745,1.0,0.04620401694243293
others_dlr,0.02080967098797745,1.0,0.04620401694243293
others_cr,1.0,0.02080967098797745,-0.025050456410643115
